Comments,Sentiment
claros comunicación veces daban misma información medio dos teléfonos diferentes información no venía igual sino una ocasión horario iba diferente confuso,"AnalyzerOutput(output=NEG, probas={NEG: 0.540, NEU: 0.447, POS: 0.012})"
todo bien,"AnalyzerOutput(output=NEU, probas={NEU: 0.589, POS: 0.241, NEG: 0.170})"
no respetaban tiempos clases ya agendaban reuniones horarios clases,"AnalyzerOutput(output=NEG, probas={NEG: 0.856, NEU: 0.134, POS: 0.010})"
empresa mucha rotación personal y trabajo muy repetitivo siempre hice mismas cosas todo tiempo aquí,"AnalyzerOutput(output=NEG, probas={NEG: 0.887, NEU: 0.108, POS: 0.005})"
sección beneficios brindo empresa puse no línea entonces claramente no necesario,"AnalyzerOutput(output=NEU, probas={NEU: 0.617, NEG: 0.372, POS: 0.011})"
agencia un increíble espacio comenzar acercamiento mundo laboral asimismo sentí un gran cariño energía y jefa directa un gran humano y politóloga muy inteligente inspira mucho embargo di cuenta no tipo trabajo gustaría hacer desanimó un principio acostumbré y finalmente traté sacar mejor y disfrutar mucho prácticas,"AnalyzerOutput(output=POS, probas={POS: 0.942, NEU: 0.054, NEG: 0.005})"
involucrar estudiante proyectos reales,"AnalyzerOutput(output=POS, probas={POS: 0.600, NEU: 0.362, NEG: 0.037})"
pareció una experiencia muy grata y muy enriquecedora ámbito laboral ámbito personal,"AnalyzerOutput(output=POS, probas={POS: 0.981, NEU: 0.017, NEG: 0.002})"
buena organización gustado tener prácticas presenciales,"AnalyzerOutput(output=POS, probas={POS: 0.924, NEU: 0.071, NEG: 0.005})"
empresa mejor opción pude escoger conocer mejor acerca mundo laboral así nivel creatividad dejado utilizar excelsa lado trabajos muy retadoras y mismas provocado nivel laboral mejorado siento muy agradecido todo aprendido y cómo hecho aprender,"AnalyzerOutput(output=POS, probas={POS: 0.960, NEU: 0.037, NEG: 0.003})"
trabajar caiinno una experiencia retadora pues supuso aprender usar un programa nuevo y aprender nuevos aspectos estadística lado ingeniería y análisis datos,"AnalyzerOutput(output=POS, probas={POS: 0.793, NEU: 0.195, NEG: 0.012})"
todo excelente,"AnalyzerOutput(output=NEU, probas={NEU: 0.593, POS: 0.215, NEG: 0.192})"
organización no capacitada tener practicantes o menos no diseño ya no un jefe diseño o alguien guíe estudiante y dé feedback cuanto diseño o proceso lleva,"AnalyzerOutput(output=NEG, probas={NEG: 0.790, NEU: 0.205, POS: 0.006})"
debido practicas linea nunca requerido ofreciera transporte o comida y aunque remuneracion economica nunca establecida habria agradado un pago simbolico menos,"AnalyzerOutput(output=NEG, probas={NEG: 0.600, NEU: 0.381, POS: 0.018})"
todas actividades realice acuerdo acordó un principio trato excelente convivencia muy agradable gusto mucho,"AnalyzerOutput(output=POS, probas={POS: 0.939, NEU: 0.058, NEG: 0.004})"
alguien diseño grafico podría aprovechar mas hacer practicas empresa aun así agradezco hice,"AnalyzerOutput(output=NEU, probas={NEU: 0.886, POS: 0.070, NEG: 0.043})"
practicante creo un super plus tener algún beneficio apoyo económico o equivalentes aún así veo construarte una compañía desarrollarte profesionalmente manera integra segura y libremente pues comunicación uno valores practican,"AnalyzerOutput(output=POS, probas={POS: 0.701, NEU: 0.286, NEG: 0.013})"
una organización permite crecer profesionalmente ya da herramientas y bases necesarias tener un buen desempeño largo prácticas,"AnalyzerOutput(output=POS, probas={POS: 0.800, NEU: 0.188, NEG: 0.012})"
deberían respetar horas clases si alguna materia examen no posible faltar ir hacer práctica además sólo fuí apoyo montaje y no relativo carrera,"AnalyzerOutput(output=NEU, probas={NEU: 0.754, NEG: 0.225, POS: 0.021})"
sé difícil cantidad alumnos reciben bueno trataran alumnos si hicieran actividades relacionadas licenciatura,"AnalyzerOutput(output=NEU, probas={NEU: 0.673, NEG: 0.290, POS: 0.037})"
interesante labor hace llega un punto tedioso y hace siempre no explota potencial aprender,"AnalyzerOutput(output=NEG, probas={NEG: 0.940, NEU: 0.054, POS: 0.006})"
muy buena organizacion incluyo todas actividades y capacito realizarlas,"AnalyzerOutput(output=POS, probas={POS: 0.949, NEU: 0.049, NEG: 0.002})"
general una buena organización mayoría instituciones pertenece gobierno ven limitados muchos movimientos y propuestas nuevas aunque ayudo lidiar ciertas problemáticas presentan trabajo,"AnalyzerOutput(output=NEU, probas={NEU: 0.764, NEG: 0.138, POS: 0.098})"
siempre sentí muy incluida todas actividades realizaban manera externa interna hace pesar practicante sintiera parte equipo trabajo,"AnalyzerOutput(output=POS, probas={POS: 0.518, NEU: 0.454, NEG: 0.028})"
ambiente laboral excelente todos muy amables y general una muy buena experiencia,"AnalyzerOutput(output=POS, probas={POS: 0.980, NEU: 0.018, NEG: 0.002})"
duda una experiencia muy enriquecedora aprendí mucho ya tuve oportunidad diversas áreas dentro departamento finanzas,"AnalyzerOutput(output=POS, probas={POS: 0.973, NEU: 0.024, NEG: 0.003})"
mucho trabajo y exigencia requieren un practicante no recibir mínimo apoyo económico parte justificación vengo aprender,"AnalyzerOutput(output=NEG, probas={NEG: 0.963, NEU: 0.033, POS: 0.004})"
aprendí mucho,"AnalyzerOutput(output=NEU, probas={NEU: 0.516, NEG: 0.293, POS: 0.191})"
semestre complicó mucho realizar trabajo prácticas ya tuve muchos problemas familiares empresa principio un desastre una ocasión perdí un examen no podía salir lugar trabajo no tuve una buena respuesta parte comente problemas familiares ya no podía ir forma presencial y no dejaron siguiera realizando línea todo mal organizado parte corrian personal y no sabían habia realizadó anteriormente parte practicarios teniamos ir presencial siquiera tener sillas sentarnos,"AnalyzerOutput(output=NEG, probas={NEG: 0.963, NEU: 0.035, POS: 0.003})"
comentarios,"AnalyzerOutput(output=NEU, probas={NEU: 0.511, NEG: 0.342, POS: 0.147})"
todo bien,"AnalyzerOutput(output=NEU, probas={NEU: 0.589, POS: 0.241, NEG: 0.170})"
ambiente laboral bueno horas comida adecuadas buena comunicación buen trato,"AnalyzerOutput(output=POS, probas={POS: 0.906, NEU: 0.089, NEG: 0.005})"
increíble oportunidad aprendizaje,"AnalyzerOutput(output=POS, probas={POS: 0.723, NEU: 0.250, NEG: 0.026})"
gusto orden llevan realización trabajos,"AnalyzerOutput(output=NEU, probas={NEU: 0.903, POS: 0.066, NEG: 0.031})"
participación empresa disfrutado mucho embargo una empresa quizá mucho orientada mecánicos debido naturaleza misma mecatrónicos menor participación salvo trabaje monterrey área específica proyectos,"AnalyzerOutput(output=NEU, probas={NEU: 0.789, NEG: 0.189, POS: 0.022})"
una muy buena experiencia y un bonito ambiente trabajo,"AnalyzerOutput(output=POS, probas={POS: 0.982, NEU: 0.016, NEG: 0.002})"
gustó realizar prácticas empresa,"AnalyzerOutput(output=NEU, probas={NEU: 0.840, POS: 0.128, NEG: 0.031})"
¡muy buen ambiente trabajo,"AnalyzerOutput(output=POS, probas={POS: 0.960, NEU: 0.034, NEG: 0.005})"
realicé guiones radio acerca leyendas puebla gustó actividad y gustaría seguir haciéndolo y luego montar obras teatro y participar un personaje historia,"AnalyzerOutput(output=POS, probas={POS: 0.725, NEU: 0.269, NEG: 0.007})"
organización buena considero llenos actividades ya agendadas veces llego un complicado y aportación organización tantas actividades chicas puede cansado energía y disposición no misma todas actividades podría considerar realmente no necesitan practicantes ya ya resuelto itinerario personal,"AnalyzerOutput(output=NEU, probas={NEU: 0.642, POS: 0.341, NEG: 0.017})"
general experiencia muy buena,"AnalyzerOutput(output=POS, probas={POS: 0.973, NEU: 0.024, NEG: 0.003})"
todo relativamente bien solo veces coordinadora desesperaba yo hacía,"AnalyzerOutput(output=NEU, probas={NEU: 0.666, NEG: 0.235, POS: 0.098})"
quizá experiencia línea trabajos realizados no comprendidos dentro totalidad actividades desarrolla organización además hacía falta preguntar constantemente intentar conocer detalles o características labores solicitaban,"AnalyzerOutput(output=NEU, probas={NEU: 0.708, NEG: 0.267, POS: 0.025})"
una empresa sumamente recomendada realizar practicas permite conocer un panorama hotelerìa un nivel ultra lujo ambiente laboral y trato directivos y colaboradores todos dìas muy agradable respetuoso y apoyo todo momento yo siento muy contenta depoder hotel y conocer cada dia mas gran industria,"AnalyzerOutput(output=POS, probas={POS: 0.974, NEU: 0.023, NEG: 0.003})"
realización practicas empresa altamente satisfactorias ambiente laboral muy bueno todo siempre disposición enseñar y preparar practicantes un buen desarrollo profesión considero adquirí muchos nuevos conocimientos gran utilidad,"AnalyzerOutput(output=POS, probas={POS: 0.959, NEU: 0.038, NEG: 0.003})"
una experiencia muy enriquecedora desarrollo personal y profesional siento muy agradecida equipo suscripción beneficios hicieron sentir parte equipo y enseñaron mucho respecto oferta trabajo comentaron pronto abriría una vacante aún falta un semestre terminar carrera no posible aceptar oferta espero adelante vuelva dar oportunidad única sugerencia allianz persona rh asignada practicantes udlap pendiente comentarios y clara fecha depósito apoyo económico ya caso ningún mes recibí apoyo día,"AnalyzerOutput(output=POS, probas={POS: 0.716, NEU: 0.274, NEG: 0.010})"
llevo grandes aprendizajes gracias experiencia gran proyecto interno,"AnalyzerOutput(output=POS, probas={POS: 0.967, NEU: 0.030, NEG: 0.004})"
prácticas corporativo ceoc excelentes,"AnalyzerOutput(output=POS, probas={POS: 0.697, NEU: 0.284, NEG: 0.019})"
operativo silla móvil además adquirir experiencia intérprete obtuve conocimientos gestión y producción así un acercamiento y experiencia artes sociedad actual brindándome necesario decidir forma quiero hacer danza,"AnalyzerOutput(output=NEU, probas={NEU: 0.553, POS: 0.424, NEG: 0.023})"
faurecia una empresa excelente no arrepiento haber aquí y espero pueda quedarme trabajar,"AnalyzerOutput(output=POS, probas={POS: 0.936, NEU: 0.057, NEG: 0.007})"
una experiencia llena aprendizaje voy contenta,"AnalyzerOutput(output=POS, probas={POS: 0.936, NEU: 0.059, NEG: 0.005})"
periodo prácticas empresa tsystems tuve oportunidad trabajar personas diferentes disciplinas permitiéndome obtener nuevos conocimientos igual manera tuve oportunidad aprender cómo funciona una compañía y obtener conocimientos temas externos área especialidad cuales sé van ayudar largo años vida profesional,"AnalyzerOutput(output=POS, probas={POS: 0.525, NEU: 0.465, NEG: 0.011})"
muy agradable ambiente laboral agencia y muy amables,"AnalyzerOutput(output=POS, probas={POS: 0.974, NEU: 0.023, NEG: 0.003})"
ojalá contraten,"AnalyzerOutput(output=NEU, probas={NEU: 0.639, POS: 0.187, NEG: 0.174})"
experiencia muy buena todos muy amables conmigo y condescendientes beneficios ofrecieron principio embargo segunda mitad estancia tareas realicé no relación carrera habilidades y segundo supervisor asignado no integró trabajo,"AnalyzerOutput(output=NEU, probas={NEU: 0.584, POS: 0.386, NEG: 0.030})"
momento organización increíble todo excelente,"AnalyzerOutput(output=POS, probas={POS: 0.973, NEU: 0.023, NEG: 0.004})"
experiencia bimbo muy satisfactoria aprendido mucho temas relacionados carrera y adquirido muchos conocimientos nuevos único siento puede mejorar den un capacitación inicio calidad trabajo mejore y desenvolvamos rápido empresa,"AnalyzerOutput(output=POS, probas={POS: 0.947, NEU: 0.049, NEG: 0.004})"
todo muy bien,"AnalyzerOutput(output=POS, probas={POS: 0.896, NEU: 0.092, NEG: 0.012})"
muy feliz haber concluido practicas,"AnalyzerOutput(output=POS, probas={POS: 0.940, NEU: 0.055, NEG: 0.005})"
gustó trabajar empresa dos años prácticas,"AnalyzerOutput(output=NEU, probas={NEU: 0.824, POS: 0.142, NEG: 0.033})"
personal tuve oportunidad asignaran un jefe directo abogado varios años puesto y desempeña muy bien así tacto enseñar todo momento,"AnalyzerOutput(output=POS, probas={POS: 0.858, NEU: 0.134, NEG: 0.008})"
sas automotive no faurecia,"AnalyzerOutput(output=NEU, probas={NEU: 0.630, NEG: 0.242, POS: 0.128})"
una excelente empresa personas comprometidas y disciplinadas ambito d o concept personas súper talentosas cálidas amables y humanas aparte jóvenes tuve muchos ejemplos seguir compañeros y amistades sanas recuerdan compromiso bueno y divertido si apasiona encantaría quedarme,"AnalyzerOutput(output=POS, probas={POS: 0.952, NEU: 0.044, NEG: 0.004})"
quedé muy satisfecho prácticas wmp méxico advisors aprendí mucho y entorno trabajo muy agradable,"AnalyzerOutput(output=POS, probas={POS: 0.972, NEU: 0.024, NEG: 0.004})"
muy buena oportunidad hacer una practica periodo estudio universitario dio oportunidad aprender constantemente todos dias,"AnalyzerOutput(output=POS, probas={POS: 0.957, NEU: 0.041, NEG: 0.002})"
mtro humberto cuevas un excelente coordinador practicas método y forma trabajo muy bien delimitado explicado y especificado principio siempre mantuvo orden todo excelente,"AnalyzerOutput(output=POS, probas={POS: 0.955, NEU: 0.040, NEG: 0.005})"
necesitan capacitar mejor manera practicantes,"AnalyzerOutput(output=NEU, probas={NEU: 0.782, POS: 0.127, NEG: 0.092})"
una muy buena empresa constantes capacitaciones parecer necesitaría tiempo prácticas poder aplicar conocimientos carrera actuaría ambiente muy bueno,"AnalyzerOutput(output=POS, probas={POS: 0.951, NEU: 0.046, NEG: 0.003})"
una buena organización paciente conmigo y exigente debía serlo aprendí muchas habilidades nuevas,"AnalyzerOutput(output=POS, probas={POS: 0.885, NEU: 0.107, NEG: 0.008})"
buena empresa muy grande y varios proyectos gustado participar mano y no solo actividades pequeñas,"AnalyzerOutput(output=POS, probas={POS: 0.968, NEU: 0.030, NEG: 0.002})"
sentí muy cómodo principio y fui muy bien acogido altios todo tiempo compañeros siempre mostraron aprecio tareas encomendaron muy exigentes y menudo superaban ámbito responsabilidad un practicante dieron mucha confianza permitió aprender muchas cosas nuevas y divertí trabajo creo ambas partes quedaron muy satisfechas ofrecieron un contrato trabajo probablemente aceptaré general sólo puedo recomendar encarecidamente unas prácticas altios comunicación altios y udlap excelente único comentario momento colocación prácticas sólo recibí aceptación definitiva una semana comienzo prácticas traslado ciudad méxico muy breve y estresante tal vez puedan iniciar proceso colocación prácticas un futuro,"AnalyzerOutput(output=POS, probas={POS: 0.675, NEU: 0.309, NEG: 0.017})"
excelente experiencia tuve dr larissa,"AnalyzerOutput(output=POS, probas={POS: 0.968, NEU: 0.028, NEG: 0.003})"
pendiente área prácticas muchas veces pasé ratos desagradables,"AnalyzerOutput(output=NEG, probas={NEG: 0.883, NEU: 0.111, POS: 0.006})"
gusto mucho trato organización llevan realizar dice actividades,"AnalyzerOutput(output=POS, probas={POS: 0.966, NEU: 0.031, NEG: 0.003})"
encanto,"AnalyzerOutput(output=NEU, probas={NEU: 0.496, NEG: 0.332, POS: 0.172})"
muy buena empresa llena aprendizaje y áreas oportunidad mejorar procesos,"AnalyzerOutput(output=POS, probas={POS: 0.973, NEU: 0.025, NEG: 0.002})"
muy interesante organización,"AnalyzerOutput(output=POS, probas={POS: 0.897, NEU: 0.095, NEG: 0.008})"
gustó mucho trabajar organización fortalecí aprendizaje parte investigación jurídico nacional internacional así analizar y comprender conceptos ciencia y tecnología,"AnalyzerOutput(output=POS, probas={POS: 0.919, NEU: 0.075, NEG: 0.006})"
empresa ofreció una muy buena oportunidad aprendizaje y desarrollo profesional veces verdad llegaban presionar un considerar seguía estudiante y pendientes parte trabajo general experiencia muy enriquecedora,"AnalyzerOutput(output=POS, probas={POS: 0.962, NEU: 0.034, NEG: 0.004})"
organización un nivel profesionalidad muy alto y aprendizaje mucho mejor esperaba,"AnalyzerOutput(output=POS, probas={POS: 0.961, NEU: 0.034, NEG: 0.005})"
experiencia realizar practicas organización excelente aprendí mucho mas esperado y todo habilidades y conocimientos aplicados casos o escenarios reales un ambiente lleno aprendizaje y da gusto asistir y parte cambios generan,"AnalyzerOutput(output=POS, probas={POS: 0.966, NEU: 0.032, NEG: 0.003})"
gusto mucho ambiente trabajo personal muy amable y siempre respondieron todas dudas,"AnalyzerOutput(output=POS, probas={POS: 0.973, NEU: 0.024, NEG: 0.003})"
caso no una organización sino un proyecto interno,"AnalyzerOutput(output=NEU, probas={NEU: 0.777, POS: 0.181, NEG: 0.043})"
excelente ambiente laboral y proyectos bastante buenos desarrollar habilidades y conocimientos adquiridos universidad todo una muy buena opción poder tomar experiencia y confianza,"AnalyzerOutput(output=POS, probas={POS: 0.978, NEU: 0.020, NEG: 0.002})"
una experiencia abre ojos y realmente hace crecer profesional di cuenta cosas aún puedo mejorar desarrollador videojuego una gran cultura empresarial embargo si comentar costo adaptarme velocidad trabajan nada tenia materias incluyendo practicas y responsabilidades programa honores y servicio social flexibles y comprensivos adaptan tareas acoplen posibilidades horario encantaron dinámicas grupales realizaban dan ganas seguir aprendiendo y,"AnalyzerOutput(output=POS, probas={POS: 0.870, NEU: 0.120, NEG: 0.009})"
meses increíbles dónde aprendí mucho y crecí profesional personalmente jefe un gran ejemplo seguir llevo una excelente experiencia,"AnalyzerOutput(output=POS, probas={POS: 0.978, NEU: 0.019, NEG: 0.003})"
ya entrevista comuniqué intención regresar italia terminar estudios una maestría razón no ofrecieron una oferta contratación razón sentido tratada manera diferente respecto practicante considero no interesado mucho darme capacitación y tuve bastante tiempo muerto o momentos o días cuales además preguntar podía ayudar no mucho o hacer tiempo quiero decir siempre trataron respeto y siempre volvieron parte juntas además quiero agregar práctica sector logístico considero curso logística udlap no preparó manera adecuada y faltó conocimientos básicos ejemplo incoterms o armar un precio importación o exportación respecto pregunta si organización brindó beneficios acordaron inicio prácticas contesté no nunca ofrecierondieron algún beneficio,"AnalyzerOutput(output=NEG, probas={NEG: 0.600, NEU: 0.391, POS: 0.009})"
equipo trabajo excelente todos muy buenas personas,"AnalyzerOutput(output=POS, probas={POS: 0.975, NEU: 0.021, NEG: 0.004})"
aprende mucho acerca función pública y procesos legales todo muy interesante y bueno,"AnalyzerOutput(output=POS, probas={POS: 0.964, NEU: 0.033, NEG: 0.003})"
una organización muy estructurada aprendí bastantes cosas servirán largo vida profesional ya apoyo departamento y actividades desarrolle hizo poder ganar experiencia muy valiosa servirá un futuro y nada tomar modelo todos aquellos aprendizajes adquirí,"AnalyzerOutput(output=POS, probas={POS: 0.853, NEU: 0.141, NEG: 0.006})"
recomendaría organización mejor comunicación saber actividades hacer largo practicas todo demás bien,"AnalyzerOutput(output=NEU, probas={NEU: 0.538, POS: 0.444, NEG: 0.018})"
modalidad remota hace aprendizaje muy complicado especialmente si no una buena comunicación ayudó aprender actitud y ayuda líder,"AnalyzerOutput(output=NEG, probas={NEG: 0.572, NEU: 0.387, POS: 0.041})"
ambiente laboral notaría muy bueno personal y compañeros siempre explicaron calma y buen trato trabajo debía realizar,"AnalyzerOutput(output=POS, probas={POS: 0.934, NEU: 0.060, NEG: 0.006})"
cuanto beneficios nunca acordamos ninguna prestación entonces creo pregunta no aplica mucho caso,"AnalyzerOutput(output=NEU, probas={NEU: 0.523, NEG: 0.469, POS: 0.008})"
buen curso,"AnalyzerOutput(output=POS, probas={POS: 0.568, NEU: 0.369, NEG: 0.063})"
duda una experiencia muy valiosa brindó muchas enseñanzas y habilidades segura aplicaré futuro,"AnalyzerOutput(output=POS, probas={POS: 0.972, NEU: 0.025, NEG: 0.002})"
dejó mucho experiencia no esperaba agradecido organización,"AnalyzerOutput(output=POS, probas={POS: 0.839, NEU: 0.131, NEG: 0.030})"
desgraciadamente nunca pude ir hospital tiempo no liberó contratación así casi todo trabajo realicé trabajo oficina y administrativo,"AnalyzerOutput(output=NEG, probas={NEG: 0.734, NEU: 0.259, POS: 0.007})"
mejor si tutor correspondiente proyecto interno mas atención dudas o atención correos mandemos dudas hice proyecto final no si bien,"AnalyzerOutput(output=NEU, probas={NEU: 0.813, NEG: 0.173, POS: 0.014})"
principio no acordaron beneficios prácticas realizaron distancia,"AnalyzerOutput(output=NEU, probas={NEU: 0.689, NEG: 0.280, POS: 0.031})"
una experiencia excelente,"AnalyzerOutput(output=POS, probas={POS: 0.963, NEU: 0.033, NEG: 0.004})"
trabajo equipo fundamental hacer actividades explicaciones muy oportunas y siempre retroalimentación embargo ciertos deslices compañeros siempre comunicación pudo resolver evitó escalará peores situaciones muy buen equipo y jefa inmediata maría guadalupe garcía brenis siempre atenta equipo practicantes además excelente liderazgo,"AnalyzerOutput(output=POS, probas={POS: 0.885, NEU: 0.104, NEG: 0.011})"
gusto mucho manera trabajar independientemente,"AnalyzerOutput(output=POS, probas={POS: 0.954, NEU: 0.040, NEG: 0.006})"
atentos desarrollo proyecto y brindaron apoyo tiempo,"AnalyzerOutput(output=POS, probas={POS: 0.784, NEU: 0.204, NEG: 0.013})"
una organización sumamente interesante labores muy detalladas y útiles aprender tipo trabajo,"AnalyzerOutput(output=POS, probas={POS: 0.974, NEU: 0.023, NEG: 0.003})"
aprendido mucho experiencia volkswagen aún no recibido una oferta contratación parte empresa embargo espero recibirla culminar horas no así igualmente agradezco aprendido largo meses ya segura experiencia aportará muchos beneficios trayecto profesional,"AnalyzerOutput(output=NEU, probas={NEU: 0.676, POS: 0.294, NEG: 0.031})"
hace falta organizados y tener conocedores área ya no contaban alguien contara conocimiento suficiente darme una buena retroalimentación fomentara aprendizaje,"AnalyzerOutput(output=NEU, probas={NEU: 0.569, POS: 0.335, NEG: 0.095})"
mejor experiencia vida,"AnalyzerOutput(output=POS, probas={POS: 0.618, NEU: 0.353, NEG: 0.029})"
una experiencia muy variada y vez refuerza conocimientos un futuro licenciado ri recomendaría organización ampliamente,"AnalyzerOutput(output=POS, probas={POS: 0.932, NEU: 0.064, NEG: 0.004})"
buen trato parte licenciado esteban prácticas acoplaban actividades académicas,"AnalyzerOutput(output=POS, probas={POS: 0.797, NEU: 0.192, NEG: 0.012})"
excelente experiencia trabajar empresa parkimovil trato siempre respetuoso y formal,"AnalyzerOutput(output=POS, probas={POS: 0.945, NEU: 0.051, NEG: 0.005})"
considero deberían dar retroalimentación así pendiente practicantes finalmente debe haber una actualización recursos muchos recursos proporcionaron desordenados y no nuevos,"AnalyzerOutput(output=NEG, probas={NEG: 0.645, NEU: 0.328, POS: 0.027})"
gustó mucho trabajar,"AnalyzerOutput(output=POS, probas={POS: 0.915, NEU: 0.072, NEG: 0.012})"
mantener actividades constantes mejor ayuda si aceptando becarios fines,"AnalyzerOutput(output=NEU, probas={NEU: 0.694, POS: 0.279, NEG: 0.027})"
una empresa no seriedad compromiso prácticas no entrevista aunque yo pedí principio todo contacto whatsapp nunca contestaron llamadas y correos yo mandaba jamás dieron retroalimentación trabajo whatsapp único medio yo podía contactar empresa dicho dejó funcionar finales febrero seguí mandando trabajos y no respuesta alguna toda experiencia yo no aprendí nada entrevista proceso contratación un semestre perdido cuanto prácticas empresa decidió trabajar conmigo siquiera tuvo seriedad compromiso molesta culpa empresa voy tener repetir todo proceso prácticas culpa informalidades molesta principios semestre compartí universidad inconforme cero profesionalidad empresa respuesta universidad “que raro ya trabajó una alumna empresa y muy bien no quejas parte” espero una respuesta parte ustedes una solución molesta y inconforme todo pasó semestre prácticas yo todos trabajos hice sola obtener ninguna respuesta,"AnalyzerOutput(output=NEG, probas={NEG: 0.935, NEU: 0.061, POS: 0.004})"
no gustó simplemente no gustó no pude ir uni últimas clases graduarme no siento bien tampoco una jornada horas y media,"AnalyzerOutput(output=NEG, probas={NEG: 0.886, NEU: 0.107, POS: 0.007})"
todo excelente pude trabajar bien y aprender mucho estudiante último semestre si esperaba existiera posibilidad una contratación tal vez deberían implementar ultimo semestre solo empresas dispuestas contratar una vez finalizado periodo prácticas,"AnalyzerOutput(output=POS, probas={POS: 0.813, NEU: 0.180, NEG: 0.007})"
comentarios,"AnalyzerOutput(output=NEU, probas={NEU: 0.511, NEG: 0.342, POS: 0.147})"
aprendido mucho aunque faltado aplicación conocimientos robótica y telecomunicaciones,"AnalyzerOutput(output=NEU, probas={NEU: 0.547, POS: 0.412, NEG: 0.040})"
especificar claramente cómo contarán horas prácticas si incluirán planeación o no y retroalimentación alumnos cuyos casos retadores,"AnalyzerOutput(output=NEU, probas={NEU: 0.904, NEG: 0.057, POS: 0.040})"
bueno existiera una retroalimentación continua,"AnalyzerOutput(output=NEU, probas={NEU: 0.780, NEG: 0.139, POS: 0.082})"
organización trato muy bien dio todas herramientas desarrollo proyecto además impulsar trabajo equipo y trabajo vida profesional lado ayudo desarrollar actividades referentes carrera una manera mas profunda,"AnalyzerOutput(output=POS, probas={POS: 0.868, NEU: 0.125, NEG: 0.007})"
no acordaron beneficios comedor uniforme etc agregué cumplió no aplica,"AnalyzerOutput(output=NEG, probas={NEG: 0.617, NEU: 0.366, POS: 0.017})"
muy buena experiencia,"AnalyzerOutput(output=POS, probas={POS: 0.972, NEU: 0.025, NEG: 0.003})"
excelente compañia buscan mejorar todos conocimientos y ambiente muy bueno,"AnalyzerOutput(output=POS, probas={POS: 0.980, NEU: 0.018, NEG: 0.002})"
verdad trato asesora prácticas muy bueno general todo tiempo prácticas muy bueno único inconveniente tuve hecho programa utilizado no disponible mac,"AnalyzerOutput(output=NEU, probas={NEU: 0.688, POS: 0.235, NEG: 0.077})"
una gran investigación conjunto dr ricardo navarro,"AnalyzerOutput(output=POS, probas={POS: 0.951, NEU: 0.044, NEG: 0.005})"
formé un buen equipo personas dentro organización gustó forma trabajar y respetuosos respecto actividades académicas,"AnalyzerOutput(output=POS, probas={POS: 0.895, NEU: 0.097, NEG: 0.008})"
todo momento llevaron margen proyecto realizaron observaciones pertinentes mejora incluso planea armado físico prototipo realmente sentí cómoda y apoyada asesor,"AnalyzerOutput(output=POS, probas={POS: 0.920, NEU: 0.075, NEG: 0.005})"
no voy satisfecha experiencia llevo valioso aprendí,"AnalyzerOutput(output=NEU, probas={NEU: 0.673, NEG: 0.195, POS: 0.133})"
todo muy bien,"AnalyzerOutput(output=POS, probas={POS: 0.896, NEU: 0.092, NEG: 0.012})"
ninguna,"AnalyzerOutput(output=NEU, probas={NEU: 0.498, NEG: 0.327, POS: 0.175})"
todo excelente siempre muy buena comunicación todo,"AnalyzerOutput(output=POS, probas={POS: 0.973, NEU: 0.024, NEG: 0.003})"
muy buena proyectos internos así prácticas favor,"AnalyzerOutput(output=POS, probas={POS: 0.959, NEU: 0.037, NEG: 0.004})"
excelente experiencia,"AnalyzerOutput(output=POS, probas={POS: 0.754, NEU: 0.215, NEG: 0.031})"
excelente oportunidad programa ema empresa y equipo trabajo,"AnalyzerOutput(output=POS, probas={POS: 0.857, NEU: 0.136, NEG: 0.007})"
único decir super feliz trataron super bien y no voy dejar pasar oportunidad formar parte empresa,"AnalyzerOutput(output=POS, probas={POS: 0.962, NEU: 0.033, NEG: 0.005})"
actividad desarrolló bastante clara y implementaron muchos conocimientos carrera,"AnalyzerOutput(output=POS, probas={POS: 0.960, NEU: 0.037, NEG: 0.003})"
excelente lugar laborar,"AnalyzerOutput(output=POS, probas={POS: 0.905, NEU: 0.087, NEG: 0.008})"
todo bien,"AnalyzerOutput(output=NEU, probas={NEU: 0.589, POS: 0.241, NEG: 0.170})"
muy mala experiencia,"AnalyzerOutput(output=NEG, probas={NEG: 0.922, NEU: 0.064, POS: 0.015})"
creo una empresa muy pequeña y tuve cero contacto demás departamentos solo contacto demás practicantes no dio mucha experiencia o contactos esperaba creo si sirvió experiencia tiempo esperaba,"AnalyzerOutput(output=NEG, probas={NEG: 0.692, NEU: 0.299, POS: 0.009})"
organización buena y estructura mejoró pasaron meses considero importante conocer ubicación y distancia recorrer llegar todo considerando originalmente iba línea,"AnalyzerOutput(output=POS, probas={POS: 0.561, NEU: 0.427, NEG: 0.012})"
parece muy interesante aprender cursos pueden dar un plus carrera y aplicarlos un futuro trabajo,"AnalyzerOutput(output=POS, probas={POS: 0.940, NEU: 0.057, NEG: 0.003})"
una empresa escuchan ideas todos y llevan cabo,"AnalyzerOutput(output=POS, probas={POS: 0.531, NEU: 0.430, NEG: 0.038})"
recomiendo siguientes alumnos entren organización haga una junta todas personas involucradas misma área estudiante incluyendo director conozcan y compartan recursos y actividades cada uno,"AnalyzerOutput(output=NEU, probas={NEU: 0.621, POS: 0.363, NEG: 0.017})"
